iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ZAF,Africa,South Africa,2023-09-04,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-05,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-06,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-07,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-08,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-09,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-10,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,302184.47,15.67,-1.5,5001.8535
ZAF,Africa,South Africa,2023-09-11,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-12,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-13,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-14,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-15,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-16,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-17,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,302545.56,15.61,3.59,5007.8306
ZAF,Africa,South Africa,2023-09-18,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-19,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-20,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-21,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-22,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-23,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,26042.0,,,,,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-24,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,41798812.0,24210953.0,21038797.0,4410601.0,,26042.0,69.79,40.42,35.13,7.36,435.0,0.0,0.0,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,302817.88,15.54,2.74,5012.338
ZAF,Africa,South Africa,2023-09-25,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-26,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-27,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-28,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-29,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-09-30,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-01,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,303118.97,15.48,3.06,5017.322
ZAF,Africa,South Africa,2023-10-02,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-03,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-04,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-05,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-06,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-07,4072533.0,0.0,0.0,102595.0,0.0,0.0,67995.807,0.0,0.0,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-08,4072541.0,8.0,1.143,102595.0,0.0,0.0,67995.941,0.134,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,303381.28,15.41,2.56,5021.6636
ZAF,Africa,South Africa,2023-10-09,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-10,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-11,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-12,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-13,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-14,4072541.0,0.0,1.143,102595.0,0.0,0.0,67995.941,0.0,0.019,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-15,4072561.0,20.0,2.857,102595.0,0.0,0.0,67996.275,0.334,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,303609.38,15.35,2.34,5025.439
ZAF,Africa,South Africa,2023-10-16,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-17,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-18,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-19,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-20,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-21,4072561.0,0.0,2.857,102595.0,0.0,0.0,67996.275,0.0,0.048,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-22,4072576.0,15.0,2.143,102595.0,0.0,0.0,67996.525,0.25,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,304008.7,15.3,4.24,5032.049
ZAF,Africa,South Africa,2023-10-23,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-24,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-25,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-26,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-27,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-28,4072576.0,0.0,2.143,102595.0,0.0,0.0,67996.525,0.0,0.036,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-29,4072581.0,5.0,0.714,102595.0,0.0,0.0,67996.609,0.083,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,304312.0,15.24,3.21,5037.0693
ZAF,Africa,South Africa,2023-10-30,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-10-31,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-01,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-02,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-03,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-04,4072581.0,0.0,0.714,102595.0,0.0,0.0,67996.609,0.0,0.012,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-05,4072591.0,10.0,1.429,102595.0,0.0,0.0,67996.776,0.167,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,304890.7,15.19,5.9,5046.648
ZAF,Africa,South Africa,2023-11-06,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-07,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-08,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-09,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-10,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-11,4072591.0,0.0,1.429,102595.0,0.0,0.0,67996.776,0.0,0.024,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-12,4072603.0,12.0,1.714,102595.0,0.0,0.0,67996.976,0.2,0.029,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,305476.38,15.15,6.12,5056.3423
ZAF,Africa,South Africa,2023-11-13,4072603.0,0.0,1.714,102595.0,0.0,0.0,67996.976,0.0,0.029,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-14,4072603.0,0.0,1.714,102595.0,0.0,0.0,67996.976,0.0,0.029,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-15,4072603.0,0.0,1.714,102595.0,0.0,0.0,67996.976,0.0,0.029,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
ZAF,Africa,South Africa,2023-11-16,4072603.0,0.0,1.714,102595.0,0.0,0.0,67996.976,0.0,0.029,1712.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884.0,,,,
